Series Name,Series Code,Country Name,Country Code,1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Individuals using the Internet (% of population),IT.NET.USER.ZS,Jordan,JOR,0.044938549,0.599341106,1.305888264,2.526965353,2.623275422,4.705719581,6.025532412,8.466005016,11.65874137,12.93285205,13.86710879,20,23,26,27.2,34.9,37,41.4,46.2,54.22,56.15
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kazakhstan,KAZ,0.031824512,0.064596754,0.131069604,0.464277218,0.668594403,1.006124211,1.674770995,2.000414753,2.650394657,2.961707492,3.268369051,4.02,11,18.2,31.6,50.6,61.90662747,63.30422443,66,70.8299336,74.58772647
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kenya,KEN,0.008839115,0.034406051,0.050261388,0.114256028,0.318059714,0.619782266,1.207773885,2.941902861,3.023528042,3.101897702,3.6,4.4,5.2,6.1,7.2,8.8,10.5,13,16.5,16.58785485,16.6
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kiribati,KIR,..,..,0.616545618,1.211577838,1.785225474,2.337458948,2.5,3,3.5,4,4.5,6,7,8.97,9.07,10,10.74679768,11.5,12.25,14.9,19.41939784
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Korea, Dem. People's Rep.",PRK,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Korea, Rep.",KOR,1.624237192,3.600801564,6.781815468,23.55219445,44.7,56.6,59.4,65.5,72.7,73.5,78.1,78.8,81,81.6,83.7,83.75912015,84.07,84.77,87.55682649,89.8962558,92.84302568
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kuwait,KWT,0.855662317,2.174535859,3.052397455,4.756222209,6.731395768,8.551792434,10.24896793,22.40293838,22.92711204,25.92610837,28.79119795,34.8,42,50.8,61.4,65.76907069,70.45,75.46,78.7,82,85.6
Individuals using the Internet (% of population),IT.NET.USER.ZS,Kyrgyz Republic,KGZ,..,..,0.072808334,0.20471135,1.041401145,3.002941327,2.99926518,3.908766268,5.090385307,10.53380134,12.306907,14.03,15.7,16,16.3,17.5,19.8,23,28.3,30.24704278,40.5
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lao PDR,LAO,..,..,0.009657814,0.037780708,0.111044032,0.181664461,0.267899241,0.333912466,0.36143449,0.85035749,1.169893428,1.64,3.55,6,7,9,10.74767619,12.5,14.26,18.2,21.87
Individuals using the Internet (% of population),IT.NET.USER.ZS,Latvia,LVA,0.812717072,2.053454712,3.315267886,4.387409055,6.319062083,7.219345808,21.94,26.98,38.58,46,53.63,59.17,63.41,66.84,68.42,69.74995456,73.11994377,75.2344,75.83,79.20058292,79.84209778
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lebanon,LBN,0.140166939,1.241079739,2.722352199,5.376809498,7.952743736,6.783219775,7,8,9,10.14,15,18.74,22.53,30.14,43.68,52,61.24978572,70.5,73,74,76.11
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lesotho,LSO,0.00284594,0.005584433,0.010956533,0.05380446,0.21180607,0.261150063,1.083943137,1.53249659,2.175524339,2.580245484,2.979708187,3.44543126,3.58,3.72,3.86,7,10,15,22,25,32.45385695
Individuals using the Internet (% of population),IT.NET.USER.ZS,Liberia,LBR,..,0.004489443,0.004099387,0.011328732,0.017702706,0.033812227,0.032713307,0.031868935,0.031011185,..,..,0.551376581,0.53,2,2.3,2.5,2.6,3.2,5.41,10,15.7
Individuals using the Internet (% of population),IT.NET.USER.ZS,Libya,LBY,..,..,..,0.133617289,0.187042622,0.366533175,2.244418222,2.814517987,3.532838162,3.917787977,4.301051789,4.721999379,9,10.8,14,14,15.2,16.5,17.76,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Liechtenstein,LIE,..,..,..,..,36.51522989,45.11685265,59.47071067,58.80969184,64.00744814,63.37135615,64.21416136,65.08021844,70,75,80,85,89.4077,93.8,95.21,96.6411951,98.09390389
Individuals using the Internet (% of population),IT.NET.USER.ZS,Lithuania,LTU,0.277421291,0.978422157,1.972063745,2.9230547,6.427067495,7.179356994,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.6399774,67.22998933,68.4529,72.13,71.37805901,74.37664556
Individuals using the Internet (% of population),IT.NET.USER.ZS,Luxembourg,LUX,5.551653306,7.142704085,11.74555372,17.3879578,22.88732797,36.16342251,39.84,54.55,65.88,70,72.51,78.92,82.23,87.31,90.62,90.02985856,91.94992374,93.7765,94.67,96.37671417,98.13669867
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Macao SAR, China",MAC,0.727273598,2.364127672,7.003324245,9.212005085,13.60858974,22.52121677,25.17188016,25.74212398,31.48409738,34.86292717,46.4,47.327,49.24,54,55.198,60.20369672,61.31,65.8,69.78,77.60013186,81.64298546
Individuals using the Internet (% of population),IT.NET.USER.ZS,Madagascar,MDG,0.003695196,0.014333647,0.062561023,0.168608781,0.196394691,0.222511586,0.339720155,0.423252419,0.525353655,0.567721802,0.607552239,0.65,1.65,1.63,1.7,1.9,2.3,3,3.7,4.17397219,4.713662899
Individuals using the Internet (% of population),IT.NET.USER.ZS,Malawi,MWI,..,0.004668518,0.018057365,0.087278755,0.126780945,0.164020725,0.215094727,0.278815116,0.347505335,0.384489334,0.42513749,0.965864737,0.7,1.07,2.26,3.33,4.3506,5.05,5.83,6,6.3
Individuals using the Internet (% of population),IT.NET.USER.ZS,Malaysia,MYS,0.852044466,2.307393234,6.751770483,12.3055022,21.38473116,26.6959725,32.33820434,34.97115234,42.25226563,48.62917025,51.63798899,55.7,55.8,55.9,56.3,61,65.8,57.05751226,63.66542588,71.06406781,78.78830993
Individuals using the Internet (% of population),IT.NET.USER.ZS,Maldives,MDV,0.22693009,0.309444238,0.569627464,1.119908615,2.203872939,3.617290649,5.347765169,5.97659285,6.588254875,6.869605067,11.03635278,16.3,23.2,24.8,26.53,34,38.9301,44.1,49.28,54.46195515,59.5
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mali,MLI,0.002055228,0.010085919,0.019793888,0.060909873,0.142545755,0.185897413,0.227045578,0.310364443,0.43281964,0.507063136,0.729627281,0.81,1.57,1.8,2,2.2,2.8,3.5,7,10.33,14
Individuals using the Internet (% of population),IT.NET.USER.ZS,Malta,MLT,1.051527475,3.920605132,6.500783995,7.759798038,13.11370871,17.87784832,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63,68.01982379,68.19987429,68.9138,73.17,75.96001898,78.0751488
Individuals using the Internet (% of population),IT.NET.USER.ZS,Marshall Islands,MHL,0.037059432,..,..,0.966071567,1.534271796,1.706614078,2.335444575,2.569750367,3.599776814,3.878702398,3.795590214,3.95,4.6,5.6,7,10,12.5,14,16.8,19.2824418,29.78777936
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mauritania,MRT,..,0.004172527,0.040594795,0.118464464,0.192031462,0.261448552,0.363229415,0.424004896,0.481470438,0.669966475,0.979661253,1.433613196,1.87,2.28,4,4.5,5,6.2,11.8,17.6,24.1
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mauritius,MUS,0.183769158,0.475629193,2.565279962,4.652213227,7.281535115,8.780904019,10.25262467,12.1871062,13.68908859,15.17222875,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.11682514,44.80327537,50.13931848,52.19132594
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mexico,MEX,0.20040628,0.62731154,1.265783278,1.857436221,5.081384153,7.038023117,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.17629541,39.75,43.46,44.39,57.43104299,59.540446
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Micronesia, Fed. Sts.",FSM,0.278037795,0.570676845,1.858718785,2.797594069,3.734862137,4.660527199,5.570099705,9.2325021,11.01786731,11.8813691,12.75033925,13.62113273,14.49,15.35,20,22.8,25.974423,27.8,29.65,31.50108128,33.35216255
Individuals using the Internet (% of population),IT.NET.USER.ZS,Moldova,MDA,0.004643901,0.028128808,0.260818206,0.600695269,1.282846417,1.487812952,3.787242799,7.407544584,10.62939084,14.63027046,19.62064771,20.45,23.39,27.5,29.68,32.07,34.65,37.44,40.5,43.1,46.7
Individuals using the Internet (% of population),IT.NET.USER.ZS,Monaco,MCO,..,..,..,..,42.18486345,46.64614236,48.04711717,49.49116892,52.49019668,55.46482606,61.47603971,64.3776824,67.25,70.1,75,80.3,87,90.7,92.4,93.36330202,95.20817797
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mongolia,MNG,0.018160749,0.112742554,0.145810542,0.50847156,1.255652004,1.653238239,2.039572603,..,..,..,..,9,9.8,10,10.2,12.49999111,16.4,17.69998424,19.94244743,22.50000413,22.2657705
Individuals using the Internet (% of population),IT.NET.USER.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,25.3500686,27.1,28.9,30.8,32.9,35.1,37.5,35.61154125,56.83878255,60.31,61,68.11978601,69.88164684
Individuals using the Internet (% of population),IT.NET.USER.ZS,Morocco,MAR,0.005675444,0.021635203,0.142300767,0.175595345,0.693791245,1.371438101,2.373253192,3.353366681,11.60793477,15.08444452,19.77119157,21.5,33.1,41.3,52,46.1074826,55.41605319,56,56.8,57.07999935,58.27123642
Individuals using the Internet (% of population),IT.NET.USER.ZS,Mozambique,MOZ,0.003042979,0.011842611,0.020197055,0.056250629,0.10959253,0.160031947,0.259612611,0.419538844,0.679447835,0.854357118,0.842954488,0.91,1.56,2.68,4.17,4.6,5,5.5,6,6.5,7
Individuals using the Internet (% of population),IT.NET.USER.ZS,Myanmar,MMR,..,..,..,0.000151709,..,0.000289277,0.000426494,0.024064149,0.024337392,0.065238856,0.182048331,0.217128445,0.22,0.22,0.25,0.98,1.4,1.8,7.4,10.9,16
Individuals using the Internet (% of population),IT.NET.USER.ZS,Namibia,NAM,0.009032145,0.058750679,0.286745093,0.336217708,1.644739547,2.416979442,2.633699769,3.359839886,3.804715615,4.010046644,4.398870647,4.835610778,5.329003772,6.5,11.6,12,12.9414,13.9,14.84,25.68785182,31.03334594
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nauru,NRU,..,..,..,..,..,2.987155233,..,..,..,..,..,..,..,..,..,54,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nepal,NPL,0.004510473,0.021998858,0.064393596,0.146668869,0.204651684,0.240015303,0.31295606,0.382810917,0.449843651,0.826551266,1.141389164,1.41,1.73,1.97,7.93,9,11.1493,13.3,15.44,17.58161801,20.7
Individuals using the Internet (% of population),IT.NET.USER.ZS,Netherlands,NLD,9.649069145,14.0655114,22.24382769,39.17600725,43.98435137,49.37306211,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,91.666666,91.72413793,90.4109589
Individuals using the Internet (% of population),IT.NET.USER.ZS,New Caledonia,NCL,0.252983946,0.989334969,1.936042825,5.688147323,13.93954882,18.23710978,22.38979742,26.40833447,30.29804621,32.35901475,33.51571468,35.05,34.51,33.99,42,50,58,66,70,74.00175279,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,New Zealand,NZL,8.041899368,14.6015244,31.63626081,41.49448266,47.37955654,53.24101529,59.08075328,60.96253987,61.84762781,62.72021237,69,69.76,72.03,79.7,80.46,81.23,81.64447018,82.78,84,85.2,86.5
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nicaragua,NIC,0.084093291,0.206216818,0.303808975,0.497901643,0.980216487,1.448799428,1.714729584,1.880412532,2.320664609,2.566351177,2.805573063,3.9,5.3,7.3,10,10.6,13.5,15.5,17.6,19.7042915,24.57183396
Individuals using the Internet (% of population),IT.NET.USER.ZS,Niger,NER,0.001039305,0.002008766,0.002911503,0.028136022,0.036261294,0.105185431,0.127152469,0.155698704,0.189933734,0.221341351,0.294033977,0.39039062,0.7,0.76,0.83,0.9,1.05,1.15,1.248675689,2.476219975,4.32275803
Individuals using the Internet (% of population),IT.NET.USER.ZS,Nigeria,NGA,0.00883298,0.017237401,0.025231461,0.041038723,0.064080808,0.08990137,0.320461976,0.558576245,1.286137641,3.549155718,5.545036083,6.77,8,9.3,11.5,13.8,16.1,19.1,21,24.5,28.5
Individuals using the Internet (% of population),IT.NET.USER.ZS,North Macedonia,MKD,0.075995734,0.503985009,1.002861666,1.49733026,2.485566316,3.468184608,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.44994731,65.24,68.06,70.38020308,72.15681447
Individuals using the Internet (% of population),IT.NET.USER.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Norway,NOR,18.25031077,20.41788144,22.56011255,40,52,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.48998265,94.64997805,95.0534,96.3,96.81032569,97.29820367
Individuals using the Internet (% of population),IT.NET.USER.ZS,Oman,OMN,0,0.439792805,0.862725306,2.515665987,3.520421417,5.893841521,6.873396039,7.255742945,6.75885217,6.68358142,8.299716673,16.68,20,26.8,35.8278,48,60,66.45,70.22,73.53,76.84539047
Individuals using the Internet (% of population),IT.NET.USER.ZS,Pakistan,PAK,0.00299173,0.027549238,0.043947719,0.055357238,..,1.318550779,2.577426737,5.041158126,6.164320985,6.332329098,6.5,6.8,7,7.5,8,8,8.1,9,10,11,12.38544676
Individuals using the Internet (% of population),IT.NET.USER.ZS,Palau,PLW,..,..,..,..,..,..,20.24393947,21.60152718,26.97033263,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Panama,PAN,0.219998526,0.539065541,2.750648071,3.836864509,6.554796477,7.268399878,8.518077815,9.987424077,11.14086254,11.48400928,17.34956617,22.29,33.82,39.08,40.1,42.7,40.30189522,44.03,44.92,51.20542499,54
Individuals using the Internet (% of population),IT.NET.USER.ZS,Papua New Guinea,PNG,0.002067023,0.100588321,0.234958542,0.667113315,0.835249302,0.904103545,1.321656935,1.374404668,1.507912772,1.716190476,1.754487261,1.790559361,1.15,1.61,1.28,2,3.5,5.1,6.5,7.9,9.601538462
Individuals using the Internet (% of population),IT.NET.USER.ZS,Paraguay,PRY,0.020359612,0.099576719,0.194904951,0.38165732,0.747630712,1.098793836,1.794969598,2.111942082,3.452438431,7.907007861,7.962073884,11.21,14.27,18.9,19.8,24.76351588,29.34,36.9,43,49.71630466,53.40412748
Individuals using the Internet (% of population),IT.NET.USER.ZS,Peru,PER,0.24623258,0.403429701,1.19038044,1.952497608,3.076430611,7.578762957,8.96694917,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,40.85260091,45.46174069
Individuals using the Internet (% of population),IT.NET.USER.ZS,Philippines,PHL,0.055946029,0.136912963,1.103405994,1.431608803,1.982253196,2.52400566,4.332275746,4.857672267,5.243628452,5.397636329,5.740586325,5.97,6.22,9,25,29,30.8,32.7,34.7,36.9,39.2
Individuals using the Internet (% of population),IT.NET.USER.ZS,Poland,POL,1.295200255,2.073465474,4.102272002,5.45644373,7.285428708,9.900669707,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.94999897,62.30999727,62.8492,66.6,67.99698716,73.3007041
Individuals using the Internet (% of population),IT.NET.USER.ZS,Portugal,PRT,2.98087767,4.953001955,9.870446442,14.74233784,16.43046769,18.08713656,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.24999688,60.33999749,62.0956,64.59,68.63286148,70.42356709
Individuals using the Internet (% of population),IT.NET.USER.ZS,Puerto Rico,PRI,0.268160428,1.331822159,2.647646679,5.265682651,10.47464821,15.63003092,17.54764757,19.70702566,22.13073823,23.40005045,25.44241821,27.86,38,41.5,45.3,48,68.9999826,68.99999,69,63.46633538,68.6438072
Individuals using the Internet (% of population),IT.NET.USER.ZS,Qatar,QAT,0.930185833,3.083749186,3.52002985,4.070728915,4.863679179,6.170268561,10.22612893,19.24233642,20.70164785,24.73349378,28.97411271,37,44.3,53.1,69,69,69.3,85.3,91.49,92.88482645,95.12466217
Individuals using the Internet (% of population),IT.NET.USER.ZS,Romania,ROU,0.221622649,0.445444676,2.237649473,2.697580217,3.613717291,4.538669029,6.58,8.9,15,21.5,24.66,28.3,32.42,36.6,39.93,40.00999678,45.87999425,49.7645,54.08,55.76315563,59.50395129
Individuals using the Internet (% of population),IT.NET.USER.ZS,Russian Federation,RUS,0.26975293,0.472963763,0.812744451,1.018984614,1.977230109,2.944367787,4.128271818,8.298860616,12.8593889,15.2266732,18.02327746,24.66,32,42.55,49,58,66,67.97,70.52,70.09924123,73.09143462
Individuals using the Internet (% of population),IT.NET.USER.ZS,Rwanda,RWA,0.000883372,0.001625791,0.011763573,0.067176482,0.06283146,0.24067241,0.292784719,0.356918467,0.430854243,0.556041165,..,2.115387178,4.5,7.7,8,7,8.023854277,9,10.6,12.5,14.6
Individuals using the Internet (% of population),IT.NET.USER.ZS,Samoa,WSM,..,0.174571863,0.230359015,0.285308333,0.566392533,1.689902831,2.244832676,2.799630449,3.07552941,3.352592112,4.469173873,4.749983235,5.031615316,6,7,11,12.92249,15.3,21.2,25.40700977,31.7
Individuals using the Internet (% of population),IT.NET.USER.ZS,San Marino,SMR,1.428075186,1.41854848,1.408557941,42.80331575,48.79949531,50.34166909,50.83483994,50.00345304,50.56634304,50.2595642,50.20865936,50.36482211,54.52,54.21,..,49.6,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sao Tome and Principe,STP,..,..,0.295847047,0.363203161,4.638516816,6.310917888,7.580665169,10.16184431,13.32285269,13.75948422,14.18201978,14.5904832,15.48,16.41,18.75,20.1612,21.5724,23,24.41,25.82,28
Individuals using the Internet (% of population),IT.NET.USER.ZS,Saudi Arabia,SAU,0.026732651,0.052099031,0.101429893,0.49358534,2.210691809,4.681053166,6.38470502,8.001582891,10.234533,12.70503599,19.45955435,30,36,38,41,47.5,54,60.5,64.71365737,69.6162358,74.87927469
Individuals using the Internet (% of population),IT.NET.USER.ZS,Senegal,SEN,0.011238219,0.027347441,0.079871379,0.311090952,0.403967486,0.983794059,1.006454537,2.10143643,4.38602398,4.786684083,5.611738652,6.89,7.12,7.5,8,9.8,10.8,13.1,17.7,21.7,25.66476804
Individuals using the Internet (% of population),IT.NET.USER.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.45036418,62.07508046,65.3170254,67.05684137
Individuals using the Internet (% of population),IT.NET.USER.ZS,Seychelles,SYC,0.651474286,1.28295593,2.526177514,6.229054803,7.395629183,11.01510293,14.30417083,14.59250432,24.27213922,25.41326815,34.95197117,38.38,40.44,..,41,43.16400446,47.076,50.4,51.25470199,54.25961786,56.51470815
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sierra Leone,SLE,0.002506116,0.004987835,0.014805065,0.048490656,0.118254246,0.160264445,0.176198957,0.190173282,0.203007681,0.21539161,0.227669467,0.239834699,0.25,0.26,0.58,0.9,2.5,4,6.057298984,6.344421603,11.77318438
Individuals using the Internet (% of population),IT.NET.USER.ZS,Singapore,SGP,8.34995903,13.47162042,19.59076716,24.15543693,36,41.67042518,47,53.83794329,62,61,59,69.9,69,69,71,71,72,80.90205685,82.1,83.2,84.45226789
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Slovak Republic,SVK,0.783290109,1.173381014,2.689809786,5.437758139,9.426803201,12.52832185,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70,75.71,74.43999717,76.70999012,77.8826,79.98,77.63468203,80.47585728
Individuals using the Internet (% of population),IT.NET.USER.ZS,Slovenia,SVN,5.072272271,7.591923004,10.10460285,12.61093843,15.11025956,30.17591047,27.83888542,31.85479301,40.81,46.81,54.01,56.74,58,64,70,67.33999481,68.34997453,72.6756,71.59,73.09865997,75.49850426
Individuals using the Internet (% of population),IT.NET.USER.ZS,Solomon Islands,SLB,0.268683585,0.391923246,0.508292797,0.494541498,0.481296806,0.468551964,0.501919843,0.555609882,0.649672673,0.844307573,1.646347989,2,3,4,5,6,6.9974,8,9,10.00046498,11.00090227
Individuals using the Internet (% of population),IT.NET.USER.ZS,Somalia,SOM,0.00150955,0.002948713,0.00716442,0.013910394,0.02,0.079039179,0.115614213,0.376198003,1.053454744,1.077327839,1.100216368,1.122235622,1.142687372,1.160610542,..,1.25,1.3767,1.5,1.63,1.76,1.88
Individuals using the Internet (% of population),IT.NET.USER.ZS,South Africa,ZAF,0.841882931,1.632093791,2.906220867,4.116249583,5.348559732,6.346619318,6.710322437,7.007691726,8.425118683,7.48854253,7.607139675,8.065375174,8.43,10,24,33.97,41,46.5,49,51.91911572,54
Individuals using the Internet (% of population),IT.NET.USER.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.2,2.6,3,3.5
Individuals using the Internet (% of population),IT.NET.USER.ZS,Spain,ESP,1.331847404,2.803319625,4.361892394,7.085039678,13.62496081,18.14872269,20.39,39.93,44.01,47.88,50.37,55.11,59.6,62.4,65.8,67.08999939,69.80999994,71.635,76.19,78.68963187,80.56133294
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sri Lanka,LKA,0.054464499,0.162464548,0.296351104,0.348414425,0.647410011,0.793821864,1.050422706,1.458580228,1.44615998,1.792046794,2.537566129,3.88,..,..,..,..,..,..,10.5,15.26,22.19
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Kitts and Nevis,KNA,1.945569823,2.258559942,3.343810607,4.400440044,5.86281024,7.714726556,21.15238176,22.96978429,24.73767754,34,38.5,43.5,49.2,55.7,63,63.2,64,64.6,68,75.7,76.81767491
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Lucia,LCA,0.670465974,0.992168483,1.304988973,1.932105802,5.090483341,8.181863954,14.64183577,20.98247346,21.39521236,21.56758295,24.5,27.9,30,31,32.5,34,45.865,49.4,53.2,57.3,61.7
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,St. Vincent and the Grenadines,VCT,0.483248317,0.926371957,1.853997683,2.7820023,3.245037411,5.094809778,5.54959488,6.462274167,7.371165842,9.198278082,12,16,21,31,33.7,36.7,40,43.5,47.4,49.4,51.5
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sudan,SDN,0,0.001231819,0.004805071,0.008794581,0.025785032,0.140185224,0.439477639,0.538471703,0.791561615,1.292040678,..,8.66,..,..,..,..,..,..,..,..,14.09999994
Individuals using the Internet (% of population),IT.NET.USER.ZS,Suriname,SUR,0.226306297,1.003086936,1.670148436,1.891871357,2.506411052,3.064448389,4.161568745,4.719875395,6.076047814,6.403086288,9.499626942,14.11,21.06,31.36,31.59,32,34.6812,37.4,40.08,42.76382778,45.4
Individuals using the Internet (% of population),IT.NET.USER.ZS,Sweden,SWE,9.04359976,23.72794756,33.46751233,41.43278316,45.68765221,51.76566494,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.76998606,93.17998801,94.7836,92.52,90.61019664,89.65094761
Individuals using the Internet (% of population),IT.NET.USER.ZS,Switzerland,CHE,4.549656748,15.1,24.8,34,47.1,55.1,61.4,65.1,67.8,70.1,75.7,77.2,79.2,81.3,83.9,85.19302818,85.2,86.34,87.4,87.4790556,89.13468774
Individuals using the Internet (% of population),IT.NET.USER.ZS,Syrian Arab Republic,SYR,0,0.032607814,0.063687286,0.124295462,0.18169858,0.35375913,2.093101019,3.397972614,4.321593778,5.648106049,7.832551569,11.5,14,17.3,20.7,22.5,24.3001,26.2,28.09,29.97979724,31.86962727
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tajikistan,TJK,..,..,..,0.032791858,0.048599595,0.051259133,0.055462827,0.064583777,0.077479907,0.298690024,3.772406207,7.197619518,8.78,10.07,11.55,13.03,14.51,16,17.49,18.98,20.47
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tanzania,TZA,0.001622155,0.007900283,0.009244125,0.075130889,0.11719444,0.171300351,0.222484414,0.676962857,0.877574971,1.1,1.3,1.6,1.9,2.4,2.9,3.2,3.95,4.4,7,10,13.50423285
Individuals using the Internet (% of population),IT.NET.USER.ZS,Thailand,THA,0.115472136,0.360522185,1.091218985,2.426242432,3.689041279,5.556326121,7.531250335,9.299027238,10.67730332,15.02600436,17.16071472,20.03,18.2,20.1,22.4,23.66992562,26.46,28.94,34.89,39.31612674,47.50496562
Individuals using the Internet (% of population),IT.NET.USER.ZS,Timor-Leste,TLS,..,..,..,..,..,..,0,0,0,0.099031768,0.5,1,1.5,2,3,4,7,11,17.5,18.6,21.2
Individuals using the Internet (% of population),IT.NET.USER.ZS,Togo,TGO,0.010929139,0.211139465,0.305583935,0.590363264,0.8,0.9,1,1.2,1.5,1.8,2,2.2,2.4,2.6,3,3.5,4,4.5,5.7,7.12,11.31
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tonga,TON,0.163793456,0.510866122,0.765134358,1.01796712,2.434398044,2.825371839,2.907297316,2.985817368,3.952373895,4.907782762,5.853944095,7.179865329,8.110769944,10,16,25,30,32.75396061,35.95444145,38.65127243,39.95
Individuals using the Internet (% of population),IT.NET.USER.ZS,Trinidad and Tobago,TTO,0.393080525,1.173174658,2.724825339,5.814250962,7.721411474,15.38462722,21.99867548,25.97176411,27.02427008,28.97671243,30.00374858,32.3,34.8,44.3,48.5,55.2,57.5,59.9,62.4,65.1,67.8
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tunisia,TUN,0.027615372,0.043656974,0.107940957,1.602494764,2.750740293,4.297966035,5.252887295,6.490845795,8.528817752,9.655086542,12.98640865,17.1,27.53,34.07,36.8,39.1,41.4416,43.8,46.16,46.49999434,49.59999484
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turkiye,TUR,0.192724936,0.473695432,0.698805129,2.292117685,3.761685035,5.189481461,11.38,12.33,14.58,15.46,18.24,28.63,34.37,36.4,39.82,43.06571043,45.13,46.25,51.04,53.74497914,58.34773401
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turkmenistan,TKM,..,..,..,0.04502077,0.133282183,0.175209518,0.302132016,0.425182632,0.754053983,0.997256559,1.319573118,1.406360688,1.75,1.95,3,5,7.1958,9.6,12.2,14.99677482,17.99032446
Individuals using the Internet (% of population),IT.NET.USER.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Individuals using the Internet (% of population),IT.NET.USER.ZS,Tuvalu,TUV,..,..,..,..,5.241639585,5.7,6.3,6.9,7.6,8.3,9.1,10,11.2,12.8,14.6,16.5,18.7,21.2,24.1,27.3,31
Individuals using the Internet (% of population),IT.NET.USER.ZS,Uganda,UGA,0.004625948,0.010319341,0.065289465,0.10554394,0.163714063,0.237945087,0.384093505,0.46484984,0.71997068,1.742205503,2.529363038,3.671965351,3.88,4.1,4.3,4.6,4.8,5.1,5.4,5.8,5.9
